	tf.id	family	gene.name	back.targ	back.ratio	url
181	AT3G01220	Homeobox	HB20	4950	0.178991141	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G01220&sub_type=gene
182	AT3G61150	Homeobox	"HD-GL2-1, HDG1"	8282	0.299475683	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G61150&sub_type=gene
183	AT5G16820	HSF	"HSFA1B, HSF3"	10492	0.379388899	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G16820&sub_type=gene
184	AT5G06960	bZIP	"bZIP26, OBF5, TGA5"	2308	0.083456879	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G06960&sub_type=gene
185	AT5G62020	HSF	"HSFB2A, HSF6"	1103	0.039884289	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G62020&sub_type=gene
186	AT4G11660	HSF	"HSFB2B, HSF7"	3274	0.118387272	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G11660&sub_type=gene
187	AT3G22830	HSF	HSFA6B	16790	0.607123486	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G22830&sub_type=gene
188	AT2G41690	HSF	HSFB3	1104	0.039920448	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G41690&sub_type=gene
189	AT3G24520	HSF	HSFC1	6025	0.217862954	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G24520&sub_type=gene
190	AT5G65310	Homeobox	"HB5, HB-5"	17060	0.616886639	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G65310&sub_type=gene
191	AT2G18550	Homeobox	"HB21, HB-2"	10741	0.388392696	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G18550&sub_type=gene
192	AT4G36740	Homeobox	"HB40, HB-5"	16518	0.597288013	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G36740&sub_type=gene
193	AT5G66700	Homeobox	"HB53, HB-8"	9750	0.352558308	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G66700&sub_type=gene
194	AT5G03790	Homeobox	"HB51, LMI1"	14882	0.538130537	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G03790&sub_type=gene
195	AT1G30490	Homeobox	"HB9, PHV"	7375	0.26667872	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G30490&sub_type=gene
196	AT5G06839	bZIP	"TGA10, bZIP65"	4299	0.155451094	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G06839&sub_type=gene
197	AT4G18880	HSF	"HSFA4A, HSF21"	717	0.025926596	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G18880&sub_type=gene
198	AT3G04030	G2-like		12117	0.438148617	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G04030&sub_type=gene
199	AT3G12730	G2-like		8585	0.31043211	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G12730&sub_type=gene
200	AT3G24120	G2-like		19976	0.722328693	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G24120&sub_type=gene
201	AT5G29000	G2-like		4077	0.147423612	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G29000&sub_type=gene
202	AT4G00250	GeBP		9162	0.33129633	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G00250&sub_type=gene
203	AT2G06200	GRF	GRF6	5295	0.191466281	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G06200&sub_type=gene
204	AT2G45480	GRF	GRF9	2179	0.078792262	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G45480&sub_type=gene
205	AT4G00730	Homeobox	"AHDP, ANL2"	5649	0.20426686	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G00730&sub_type=gene
206	AT1G52150	Homeobox	"HB15, CNA, ICU4"	5388	0.194829145	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G52150&sub_type=gene
207	AT1G25550	G2-like		8465	0.306092931	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G25550&sub_type=gene
208	AT1G68670	G2-like		7431	0.26870367	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G68670&sub_type=gene
209	AT2G01060	G2-like		11695	0.42288917	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G01060&sub_type=gene
210	AT2G03500	G2-like		9700	0.350750316	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G03500&sub_type=gene
211	AT2G40260	G2-like		11638	0.42082806	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G40260&sub_type=gene
212	AT5G46830	bHLH	bHLH28	7057	0.255179895	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G46830&sub_type=gene
213	AT4G37180	G2-like		10041	0.363080817	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G37180&sub_type=gene
214	AT5G45580	G2-like		16996	0.61457241	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G45580&sub_type=gene
215	AT5G08750	C3H		872	0.031531369	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G08750&sub_type=gene
216	AT5G63260	ZF-HD		11158	0.403471343	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G63260&sub_type=gene
217	AT1G68200	C3H		4363	0.157765323	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G68200&sub_type=gene
218	AT5G09410	CAMTA	"CAMTA1, EICBP.B"	2295	0.082986802	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G09410&sub_type=gene
219	AT4G16150	CAMTA	CAMTA5	673	0.024335563	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G16150&sub_type=gene
220	AT1G59640	bHLH	"bHLH31, BPE, BPEP, BPEUB, ZCW32"	1651	0.059699873	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G59640&sub_type=gene
221	AT2G20110	CPP		13568	0.490616525	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G20110&sub_type=gene
222	AT3G22760	CPP	SOL1	10699	0.386873983	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G22760&sub_type=gene
223	AT4G14770	CPP	TCX2	11284	0.408027481	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G14770&sub_type=gene
224	AT5G14960	E2F-DP	"DEL2, E2FD, E2L1"	979	0.03540047	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G14960&sub_type=gene
225	AT2G36010	E2F-DP	"E2FA, E2F3"	4911	0.177580908	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G36010&sub_type=gene
226	AT3G20770	EIL	EIN3	1118	0.040426686	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G20770&sub_type=gene
227	AT1G35460	bHLH	bHLH80	4976	0.179931296	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G35460&sub_type=gene
228	AT4G15090		FAR1	748	0.02704755	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G15090&sub_type=gene
229	AT1G49560	G2-like		9713	0.351220394	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G49560&sub_type=gene
230	AT2G20400	G2-like		5286	0.191140843	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G20400&sub_type=gene
231	AT2G37590	C2C2-Dof		13445	0.486168866	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G37590&sub_type=gene
232	AT4G21030	C2C2-Dof		731	0.026432833	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G21030&sub_type=gene
233	AT4G21040	C2C2-Dof		13144	0.475284759	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G21040&sub_type=gene
234	AT4G21080	C2C2-Dof		14693	0.53129633	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G21080&sub_type=gene
235	AT3G24050	C2C2-Gata	GATA-1	934	0.033773278	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G24050&sub_type=gene
236	AT1G45249	bZIP	"ABF2, AREB1"	2112	0.076369553	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G45249&sub_type=gene
237	AT3G60530	C2C2-Gata	GATA-4	1361	0.049213524	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G60530&sub_type=gene
238	AT1G08010	C2C2-Gata	GATA-11	2746	0.099294883	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G08010&sub_type=gene
239	AT4G36620	C2C2-Gata	GATA-19	199	0.007195805	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G36620&sub_type=gene
240	AT2G18380	C2C2-Gata	GATA-20	12550	0.453805822	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G18380&sub_type=gene
241	AT2G15740	C2H2		2781	0.100560477	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G15740&sub_type=gene
242	AT3G60580	C2H2		8842	0.319725185	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G60580&sub_type=gene
243	AT4G26030	C2H2		8528	0.308371	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G26030&sub_type=gene
244	AT5G04390	C2H2		7462	0.269824625	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G04390&sub_type=gene
245	AT5G22990	C2H2		4337	0.156825167	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G22990&sub_type=gene
246	AT5G66730	C2H2		5126	0.18535527	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G66730&sub_type=gene
247	AT2G36270	bZIP	"bZIP39, ABI5, GIA1"	4496	0.16257458	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G36270&sub_type=gene
248	AT3G13810	C2H2	IDD11	2987	0.108009402	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G13810&sub_type=gene
249	AT2G02080	C2H2	IDD4	9357	0.338347496	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G02080&sub_type=gene
250	AT2G02070	C2H2	IDD5	7490	0.2708371	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G02070&sub_type=gene
251	AT1G55110	C2H2	IDD7	4200	0.151871271	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G55110&sub_type=gene
252	AT5G03150	C2H2	JKD	1965	0.071054059	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G03150&sub_type=gene
253	AT1G03840	C2H2	MGP	3424	0.123811246	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G03840&sub_type=gene
254	AT2G01940	C2H2	"IDD15, SGR5"	12170	0.440065088	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G01940&sub_type=gene
255	AT1G34370	C2H2	STOP1	1279	0.046248418	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G34370&sub_type=gene
256	AT1G27730	C2H2	"STZ, ZAT10"	14675	0.530645453	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G27730&sub_type=gene
257	AT1G51220	C2H2	WIP5	5129	0.18546375	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G51220&sub_type=gene
258	AT3G12130		KHZ1	9636	0.348436088	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G12130&sub_type=gene
259	AT1G51700	C2C2-Dof	ADOF1	9240	0.334116796	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G51700&sub_type=gene
260	AT1G64620	C2C2-Dof		15125	0.546917375	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G64620&sub_type=gene
261	AT3G45610	C2C2-Dof		14781	0.534478395	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G45610&sub_type=gene
262	AT3G56850	bZIP	"bZIP66, AREB3, DPBF3"	3936	0.142325077	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G56850&sub_type=gene
263	AT4G38000	C2C2-Dof		7175	0.259446755	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G38000&sub_type=gene
264	AT5G62940	C2C2-Dof		16515	0.597179534	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G62940&sub_type=gene
265	AT5G66940	C2C2-Dof		15781	0.570638221	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G66940&sub_type=gene
266	AT3G47500	C2C2-Dof	CDF3	10960	0.396311698	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G47500&sub_type=gene
267	AT1G29160	C2C2-Dof	COG1	8733	0.315783764	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G29160&sub_type=gene
268	AT2G46590	C2C2-Dof	DAG2	12280	0.444042669	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G46590&sub_type=gene
269	AT2G46270	bZIP	"bZIP55, GBF3"	8715	0.315132887	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G46270&sub_type=gene
270	AT3G50410	C2C2-Dof	OBP1	14784	0.534586874	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G50410&sub_type=gene
271	AT3G55370	C2C2-Dof	OBP3	12069	0.436412945	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G55370&sub_type=gene
272	AT5G60850	C2C2-Dof	OBP4	13802	0.499077924	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G60850&sub_type=gene
273	AT5G45300		"BZR1, BMY2, BAM8"	2622	0.094811065	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G45300&sub_type=gene
274	AT1G78700	BZR		4366	0.157873802	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G78700&sub_type=gene
275	AT4G18890	BZR		787	0.028457783	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G18890&sub_type=gene
276	AT4G36780	BZR		4944	0.178774182	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G36780&sub_type=gene
277	AT1G75080	BZR	BZR1	960	0.034713433	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G75080&sub_type=gene
278	AT1G47655	C2C2-Dof		6480	0.234315675	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G47655&sub_type=gene
279	AT1G69570	C2C2-Dof		7235	0.261616344	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G69570&sub_type=gene
280	AT2G28810	C2C2-Dof		17774	0.642704755	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G28810&sub_type=gene
281	AT3G52440	C2C2-Dof		15349	0.555017176	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G52440&sub_type=gene
282	AT5G02460	C2C2-Dof		17923	0.648092569	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G02460&sub_type=gene
283	AT1G69180	C2C2-YABBY	CRC	7396	0.267438076	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G69180&sub_type=gene
284	AT1G46768	AP2-EREBP	RAP2.1	1889	0.068305912	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G46768&sub_type=gene
285	AT1G43160	AP2-EREBP	RAP2.6	5697	0.206002531	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G43160&sub_type=gene
286	AT5G52020	AP2-EREBP	Rap2.10	7033	0.254312059	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G52020&sub_type=gene
287	AT4G34410	AP2-EREBP	"Rap2.12, RRTF1"	4818	0.174218044	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G34410&sub_type=gene
288	AT2G31220	bHLH	bHLH10	6890	0.249141204	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G31220&sub_type=gene
289	AT5G25810	AP2-EREBP	TINY	1602	0.057928042	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G25810&sub_type=gene
290	AT1G19850	ARF	"ARF5, IAA24, MP"	16725	0.604773097	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G19850&sub_type=gene
291	AT5G62000	ARF	"ARF1-BP, ARF2, HSS"	9252	0.334550714	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G62000&sub_type=gene
292	AT1G20910	ARID		6556	0.237063822	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G20910&sub_type=gene
293	AT2G01930	BBR/BPC	"BPC1, BBR"	11999	0.433881757	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G01930&sub_type=gene
294	AT3G20310	AP2-EREBP	ERF7	10826	0.391466281	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G20310&sub_type=gene
295	AT1G53170	AP2-EREBP	ERF8	7604	0.27495932	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G53170&sub_type=gene
296	AT3G23220	AP2-EREBP		1346	0.048671126	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G23220&sub_type=gene
297	AT5G25190	AP2-EREBP		5021	0.181558489	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G25190&sub_type=gene
298	AT5G13910	AP2-EREBP	"LEP, LET"	501	0.018116073	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G13910&sub_type=gene
299	AT5G10510	AP2-EREBP	"AIL6, PLT3"	511	0.018477671	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G10510&sub_type=gene
300	AT5G18560	AP2-EREBP	PUCHI	2412	0.087217501	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G18560&sub_type=gene
301	AT5G19790	AP2-EREBP	RAP2.11	10668	0.385753028	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G19790&sub_type=gene
302	AT1G53910	AP2-EREBP	RAP2.12	5399	0.195226903	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G53910&sub_type=gene
303	AT5G47220	AP2-EREBP	ERF2	663	0.023973965	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G47220&sub_type=gene
304	AT3G62420	bZIP	bZIP53	8374	0.302802387	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G62420&sub_type=gene
305	AT1G51140	bHLH	bHLH122	7995	0.289097812	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G51140&sub_type=gene
306	AT1G50640	AP2-EREBP	ERF3	2671	0.096582896	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G50640&sub_type=gene
307	AT3G15210	AP2-EREBP	ERF4	8393	0.303489423	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G15210&sub_type=gene
308	AT5G47230	AP2-EREBP	ERF5	700	0.025311879	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G47230&sub_type=gene
309	AT1G28370	AP2-EREBP	ERF11	5657	0.204556138	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G28370&sub_type=gene
310	AT2G44840	AP2-EREBP	ERF13	7829	0.283095281	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G44840&sub_type=gene
311	AT2G31230	AP2-EREBP	ERF15	11987	0.433447839	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G31230&sub_type=gene
312	AT2G35700	AP2-EREBP	ERF38	4367	0.157909962	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G35700&sub_type=gene
313	AT5G07310	AP2-EREBP		7795	0.281865847	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G07310&sub_type=gene
314	AT5G08130	bHLH	"bHLH46, BIM1"	615	0.022238293	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G08130&sub_type=gene
315	AT4G27950	AP2-EREBP	CRF4	1978	0.071524137	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G27950&sub_type=gene
316	AT1G68550	AP2-EREBP		4691	0.169625746	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G68550&sub_type=gene
317	AT1G12610	AP2-EREBP	DDF1	2205	0.079732417	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G12610&sub_type=gene
318	AT1G63030	AP2-EREBP	DDF2	314	0.011354185	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G63030&sub_type=gene
319	AT5G67190	AP2-EREBP		13413	0.485011752	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G67190&sub_type=gene
320	AT2G23340	AP2-EREBP		8044	0.290869644	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G23340&sub_type=gene
321	AT4G06746	AP2-EREBP	RAP2.9	2105	0.076116435	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G06746&sub_type=gene
322	AT1G69010	bHLH	"bHLH102, BIM2"	16234	0.587018622	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G69010&sub_type=gene
323	AT2G38340	AP2-EREBP		9163	0.33133249	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G38340&sub_type=gene
324	AT1G03800	AP2-EREBP	ERF10	4168	0.150714157	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G03800&sub_type=gene
325	AT5G51190	AP2-EREBP		9145	0.330681613	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G51190&sub_type=gene
326	AT4G25490	AP2-EREBP	"CBF1, DREB1B"	9342	0.337805099	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G25490&sub_type=gene
327	AT4G25470	AP2-EREBP	"CBF2, DREB1C, FTQ4"	8523	0.308190201	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G25470&sub_type=gene
328	AT4G25480	AP2-EREBP	"CBF3, DREB1A"	6745	0.243898029	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G25480&sub_type=gene
329	AT5G51990	AP2-EREBP	"CBF4, DREB1D"	13274	0.479985536	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G51990&sub_type=gene
330	AT3G50260	AP2-EREBP	"ERF#011, CEJ1, Rap2.1"	14013	0.506707648	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G50260&sub_type=gene
331	AT1G19210	AP2-EREBP		11787	0.426215874	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G19210&sub_type=gene
332	AT1G22810	AP2-EREBP		4755	0.171939975	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G22810&sub_type=gene
333	AT1G36060	AP2-EREBP		3127	0.113071777	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G36060&sub_type=gene
334	AT2G18350	ZF-HD	HB24	10423	0.376893871	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G18350&sub_type=gene
335	AT2G33710	AP2-EREBP		10138	0.36658832	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G33710&sub_type=gene
336	AT2G44940	AP2-EREBP		4550	0.16452721	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT2G44940&sub_type=gene
337	AT4G16750	AP2-EREBP		10971	0.396709456	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G16750&sub_type=gene
338	AT4G31060	AP2-EREBP		4807	0.173820286	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G31060&sub_type=gene
339	AT4G32800	AP2-EREBP		3207	0.115964563	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G32800&sub_type=gene
340	AT5G18450	AP2-EREBP		2095	0.075754836	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G18450&sub_type=gene
341	AT5G65130	AP2-EREBP		1742	0.062990418	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G65130&sub_type=gene
342	AT1G01250	AP2-EREBP		667	0.024118604	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G01250&sub_type=gene
343	AT5G65410	ZF-HD	"HB25, ZFHD2"	15259	0.551762792	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G65410&sub_type=gene
344	AT1G12630	AP2-EREBP		8711	0.314988248	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G12630&sub_type=gene
345	AT1G28160	AP2-EREBP		6804	0.246031459	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G28160&sub_type=gene
346	AT1G44830	AP2-EREBP		1398	0.050551437	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G44830&sub_type=gene
347	AT1G71450	AP2-EREBP		9574	0.346194178	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G71450&sub_type=gene
348	AT1G77200	AP2-EREBP		14558	0.526414753	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G77200&sub_type=gene
349	AT3G16280	AP2-EREBP		10192	0.368540951	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G16280&sub_type=gene
350	AT3G60490	AP2-EREBP		7329	0.265015368	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G60490&sub_type=gene
351	AT4G18450	AP2-EREBP		537	0.019417827	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G18450&sub_type=gene
352	AT5G60130	AP2-EREBP		12890	0.466100163	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G60130&sub_type=gene
353	AT3G26790	ABI3VP1	"FUS3, FUSCA3"	2463	0.089061653	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G26790&sub_type=gene
354	AT4G01500	RAV	NGA4	2043	0.073874525	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT4G01500&sub_type=gene
355	AT3G18990	ABI3VP1	"REM39, VRN1"	5211	0.188428856	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT3G18990&sub_type=gene
356	AT5G64750	AP2-EREBP	ABR1	7775	0.281142651	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT5G64750&sub_type=gene
357	AT1G14687	ZF-HD	HB32	12176	0.440282047	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G14687&sub_type=gene
358	AT1G75240	ZF-HD	HB33	13403	0.484650154	https://www.arabidopsis.org/servlets/Search?type=general&search_action=detail&name=AT1G75240&sub_type=gene
